Placa,Clase,Marca,A¤o de fabricaci¢n del taxi,Categor¡a,Tipo taxi
TSJ-001255,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001256,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001257,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001259,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001260,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001261,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001262,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-001263,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001265,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001266,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-001269,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001270,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001271,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001272,Taxi San Jos‚,Suzuki,2016,Automovil,Sedan
TSJ-001273,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001274,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001275,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001276,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001277,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001278,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001279,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001280,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-001281,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001282,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001283,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001284,Taxi San Jos‚,Toyota,2006,Taxi,Sedan
TSJ-001285,Taxi San Jos‚,Nissan,2013,Automovil,Sedan
TSJ-001286,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001287,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001288,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001289,Taxi San Jos‚,Dfm,2016,Automovil,Sedan
TSJ-001292,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-001293,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-001294,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001295,Taxi San Jos‚,Peugeot,2008,Automovil,Sedan
TSJ-001296,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001297,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-001298,Taxi San Jos‚,Kia,2004,Automovil,Sedan
TSJ-001299,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001300,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001301,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-001302,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001303,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001304,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001305,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001306,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-001307,Taxi San Jos‚,Toyota,2006,Taxi,Sedan
TSJ-001308,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001309,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001310,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001311,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001312,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001313,Taxi San Jos‚,Jac,2013,Automovil,Sedan
TSJ-001314,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001315,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001316,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001317,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001318,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-001319,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001320,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-001321,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001323,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001325,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001326,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001327,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001328,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001329,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-001330,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001331,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001332,Taxi San Jos‚,Nissan,2006,Automovil,Sedan
TSJ-001333,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-001334,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001335,Taxi San Jos‚,Jac,2013,Automovil,Sedan
TSJ-001336,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001337,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001338,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001339,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001340,Taxi San Jos‚,Honda,2007,Automovil,Sedan
TSJ-001342,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001344,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001345,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001347,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-001348,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001349,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001350,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001351,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001352,Taxi San Jos‚,Hyundai,2014,Automovil,Sedan
TSJ-001353,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001354,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001355,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001356,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001357,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001358,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001359,Taxi San Jos‚,Hyundai,1999,Automovil,Sedan
TSJ-001360,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001361,Taxi San Jos‚,Faw,2016,Automovil,Sedan
TSJ-001362,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001363,Taxi San Jos‚,Nissan,2004,Automovil,Sedan
TSJ-001364,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001365,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001366,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001367,Taxi San Jos‚,Nissan,2003,Automovil,Sedan
TSJ-001368,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001369,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-001370,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001371,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001372,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001373,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001374,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001376,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001377,Taxi San Jos‚,Nissan,2012,Automovil,Sedan
TSJ-001378,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001379,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001380,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001381,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001382,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001383,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001384,Taxi San Jos‚,Nissan,2018,Automovil,Sedan
TSJ-001386,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-001387,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001388,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001389,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001390,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001391,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001393,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001395,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001397,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001398,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001399,Taxi San Jos‚,Suzuki,2017,Automovil,Sedan
TSJ-001400,Taxi San Jos‚,Nissan,2012,Automovil,Sedan
TSJ-001401,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001402,Taxi San Jos‚,Dfm,2016,Automovil,Sedan
TSJ-001403,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001404,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-001405,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001407,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001408,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001409,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001410,Taxi San Jos‚,Citroen,2014,Automovil,Sedan
TSJ-001411,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001412,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001413,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001414,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001415,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001416,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001417,Taxi San Jos‚,Toyota,2004,Taxi,Sedan
TSJ-001418,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001419,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001420,Taxi San Jos‚,Jac,2013,Automovil,Sedan
TSJ-001421,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-001422,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-001423,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001424,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001425,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001426,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001427,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001428,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-001429,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001430,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001431,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001433,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001435,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001436,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001437,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-001438,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-001439,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001440,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001441,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001442,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001443,Taxi San Jos‚,Renault,2007,Automovil,Sedan
TSJ-001444,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001445,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-001446,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001447,Taxi San Jos‚,Nissan,2012,Automovil,Sedan
TSJ-001448,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001449,Taxi San Jos‚,Toyota,2005,Taxi,Sedan
TSJ-001450,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-001451,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-001452,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001453,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001454,Taxi San Jos‚,Faw,2017,Automovil,Sedan
TSJ-001455,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001457,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001458,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001459,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001460,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001461,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001462,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001465,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001466,Taxi San Jos‚,Toyota,2005,Taxi,Sedan
TSJ-001467,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001468,Taxi San Jos‚,Nissan,2015,Automovil,Sedan
TSJ-001469,Taxi San Jos‚,Mitsubishi,2010,Automovil,Sedan
TSJ-001470,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001471,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-001472,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001473,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001474,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001475,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001476,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001477,Taxi San Jos‚,Toyota,2002,Automovil,Sedan
TSJ-001478,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001479,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001480,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001481,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001482,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001483,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001484,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001485,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001486,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001487,Taxi San Jos‚,Toyota,2012,Automovil,Rural
TSJ-001488,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001489,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001490,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-001491,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001492,Taxi San Jos‚,South east,2013,Automovil,Sedan
TSJ-001493,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001495,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001496,Taxi San Jos‚,Greatwall,2013,Automovil,Sedan
TSJ-001497,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001498,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001499,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
TSJ-001500,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001501,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001502,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-001503,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001504,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001505,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001507,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001508,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001509,Taxi San Jos‚,Hyundai,2010,Automovil,Sedan
TSJ-001510,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001511,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001512,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-001513,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001514,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001515,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001516,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001517,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001518,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001519,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001520,Taxi San Jos‚,Hyundai,1996,Automovil,Sedan
TSJ-001521,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-001523,Taxi San Jos‚,Hyundai,1997,Automovil,Sedan
TSJ-001524,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001525,Taxi San Jos‚,Suzuki,2013,Automovil,Sedan
TSJ-001526,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-001527,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001528,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001529,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001530,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001531,Taxi San Jos‚,Hyundai,2015,Automovil,Sedan
TSJ-001532,Taxi San Jos‚,Hyundai,2008,Automovil,Sedan
TSJ-001533,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001534,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001536,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-001537,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001538,Taxi San Jos‚,Suzuki,2016,Automovil,Sedan
TSJ-001539,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001540,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001541,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001542,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001543,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001544,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001545,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001546,Taxi San Jos‚,Toyota,2013,Automovil,Sedan
TSJ-001547,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001548,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001550,Taxi San Jos‚,Nissan,2014,Automovil,Sedan
TSJ-001551,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001552,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001554,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001555,Taxi San Jos‚,Toyota,2017,Automovil,Sedan
TSJ-001556,Taxi San Jos‚,Hyundai,2011,Automovil,Sedan
TSJ-001557,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001558,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001559,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001560,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001561,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001562,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-001563,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001564,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001565,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001566,Taxi San Jos‚,Greatwall,2015,Automovil,Sedan
TSJ-001567,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001568,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001569,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001570,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001571,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-001572,Taxi San Jos‚,Hyundai,2001,Automovil,Sedan
TSJ-001573,Taxi San Jos‚,Hyundai,2004,Automovil,Sedan
TSJ-001574,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001575,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001577,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-001578,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001579,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001580,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001581,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001582,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001583,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001584,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001585,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001586,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001587,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001588,Taxi San Jos‚,Suzuki,2013,Automovil,Sedan
TSJ-001589,Taxi San Jos‚,Toyota,2014,Automovil,Sedan
TSJ-001590,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001592,Taxi San Jos‚,Nissan,2011,Automovil,Sedan
TSJ-001593,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001594,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001595,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001596,Taxi San Jos‚,Chevrolet,2001,Automovil,Sedan
TSJ-001597,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001598,Taxi San Jos‚,Hyundai,2000,Automovil,Sedan
TSJ-001599,Taxi San Jos‚,Nissan,1989,Automovil,Sedan
TSJ-001600,Taxi San Jos‚,Toyota,2004,Automovil,Sedan
TSJ-001602,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001603,Taxi San Jos‚,Lifan,2009,Automovil,Sedan
TSJ-001604,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-001605,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001607,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001608,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001609,Taxi San Jos‚,Toyota,2015,Automovil,Sedan
TSJ-001610,Taxi San Jos‚,Toyota,2003,Automovil,Sedan
TSJ-001611,Taxi San Jos‚,Toyota,2005,Automovil,Sedan
TSJ-001612,Taxi San Jos‚,Hyundai,2013,Automovil,Sedan
TSJ-001613,Taxi San Jos‚,Hyundai,1994,Automovil,Sedan
TSJ-001614,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001615,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001616,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001617,Taxi San Jos‚,Hyundai,2007,Automovil,Sedan
TSJ-001618,Taxi San Jos‚,Hyundai,2005,Automovil,Sedan
TSJ-001619,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001620,Taxi San Jos‚,Faw,2015,Automovil,Sedan
TSJ-001621,Taxi San Jos‚,Nissan,2012,Automovil,Sedan
TSJ-001622,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001623,Taxi San Jos‚,Nissan,2008,Automovil,Sedan
TSJ-001624,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001625,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-001626,Taxi San Jos‚,Mitsubishi,2010,Automovil,Sedan
TSJ-001627,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001628,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001629,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001630,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001631,Taxi San Jos‚,Toyota,2007,Categoria no registrada,Sedan
TSJ-001632,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001633,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001634,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001635,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001636,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001637,Taxi San Jos‚,Hyundai,2012,Automovil,Sedan
TSJ-001638,Taxi San Jos‚,Hyundai,2009,Automovil,Sedan
TSJ-001639,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001640,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001641,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001642,Taxi San Jos‚,Nissan,2012,Automovil,Sedan
TSJ-001643,Taxi San Jos‚,Toyota,2007,Automovil,Sedan
TSJ-001644,Taxi San Jos‚,Nissan,2016,Automovil,Sedan
TSJ-001645,Taxi San Jos‚,Toyota,2018,Automovil,Sedan
TSJ-001646,Taxi San Jos‚,Toyota,2012,Automovil,Sedan
TSJ-001647,Taxi San Jos‚,Chevrolet,2008,Automovil,Sedan
TSJ-001648,Taxi San Jos‚,Toyota,2016,Automovil,Sedan
TSJ-001649,Taxi San Jos‚,Toyota,2009,Automovil,Sedan
TSJ-001650,Taxi San Jos‚,Toyota,2006,Automovil,Sedan
TSJ-001651,Taxi San Jos‚,Toyota,2010,Automovil,Sedan
TSJ-001652,Taxi San Jos‚,Toyota,2008,Automovil,Sedan
TSJ-001653,Taxi San Jos‚,Nissan,2017,Automovil,Sedan
TSJ-001654,Taxi San Jos‚,Hyundai,2002,Automovil,Sedan
TSJ-001655,Taxi San Jos‚,Nissan,2009,Automovil,Sedan
TSJ-001656,Taxi San Jos‚,Hyundai,2003,Automovil,Sedan
TSJ-001657,Taxi San Jos‚,Hyundai,2006,Automovil,Sedan
TSJ-001658,Taxi San Jos‚,Toyota,2011,Automovil,Sedan
TSJ-001659,Taxi San Jos‚,Nissan,2005,Automovil,Sedan
